gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
FAM105A,1.02981E-08,-0.49147475,0,0.224,0.000374688,Hippocampus
CLK1,1.09557E-08,0.361294618,0.393,0.182,0.000398612,Prefrontal cortex
RHBDF2,1.09815E-08,0.362658001,0.701,0.412,0.000399551,Prefrontal cortex
USP54,1.13882E-08,-0.385284312,0.453,0.619,0.000414347,Hippocampus
RP11-566D24.2,1.14611E-08,-0.502546026,0,0.223,0.000417,Hippocampus
RP11-258C19.5,1.24169E-08,-0.485956402,0,0.222,0.000451776,Hippocampus
SKAP2,1.24252E-08,0.365406639,0.701,0.431,0.000452079,Prefrontal cortex
KDM1A,1.27951E-08,0.211741467,0.239,0.08,0.000465537,Prefrontal cortex
DDIT4,1.28665E-08,0.297190215,0.248,0.089,0.000468136,Prefrontal cortex
RASGRF2,1.31814E-08,-0.532554825,0.154,0.389,0.000479593,Hippocampus
MAPK8IP1,1.33861E-08,0.236572063,0.231,0.077,0.00048704,Prefrontal cortex
EIF2AK4,1.35909E-08,0.22656219,0.256,0.09,0.000494491,Prefrontal cortex
LPP,1.36634E-08,0.329741032,0.829,0.608,0.00049713,Prefrontal cortex
MAGI1,1.43896E-08,-0.414303563,0.419,0.615,0.000523551,Hippocampus
EEF2,1.46834E-08,0.22515314,0.222,0.074,0.000534239,Prefrontal cortex
FAM63B,1.49615E-08,-0.480085708,0,0.22,0.00054436,Hippocampus
RUNX1,1.49813E-08,0.3657082,0.769,0.558,0.00054508,Prefrontal cortex
CARD8,1.54649E-08,0.306475387,0.333,0.136,0.000562674,Prefrontal cortex
PEAK1,1.54967E-08,-0.349240965,0.564,0.683,0.000563832,Hippocampus
TPT1,1.56913E-08,0.31409909,0.359,0.149,0.000570913,Prefrontal cortex
CD53,1.58986E-08,0.352920884,0.513,0.256,0.000578453,Prefrontal cortex
PLXNB2,1.63959E-08,0.210408824,0.171,0.049,0.000596547,Prefrontal cortex
DOCK8,1.67829E-08,0.272360055,0.846,0.711,0.000610628,Prefrontal cortex
FGF12,1.68211E-08,-0.516275909,0.077,0.314,0.000612021,Hippocampus
IPO8,1.74352E-08,0.24110882,0.248,0.087,0.000634361,Prefrontal cortex
MT3,1.75E-08,0.311154119,0.368,0.156,0.00063672,Prefrontal cortex
EPHA5,1.75083E-08,-0.49576113,0.017,0.24,0.000637023,Hippocampus
P4HB,1.8137E-08,0.221692217,0.171,0.049,0.000659897,Prefrontal cortex
PHF11,1.83366E-08,0.226094247,0.239,0.082,0.000667159,Prefrontal cortex
GALNT13,1.85232E-08,-0.494027676,0.274,0.489,0.00067395,Hippocampus
DSCAML1,1.8581E-08,-0.456281036,0.333,0.531,0.000676051,Hippocampus
RNF213,1.87575E-08,0.35719531,0.496,0.259,0.000682473,Prefrontal cortex
ATP10D,1.95188E-08,0.236997876,0.256,0.091,0.000710173,Prefrontal cortex
ZFP36,2.00237E-08,0.239074634,0.214,0.07,0.000728542,Prefrontal cortex
SNX24,2.00529E-08,0.332136969,0.342,0.147,0.000729604,Prefrontal cortex
LARP7,2.01934E-08,0.256100257,0.231,0.08,0.000734717,Prefrontal cortex
TBC1D14,2.06306E-08,0.348497188,0.436,0.208,0.000750625,Prefrontal cortex
RPL41,2.06726E-08,0.299093155,0.299,0.116,0.000752152,Prefrontal cortex
ST6GALNAC5,2.11052E-08,-0.509320023,0.06,0.295,0.000767892,Hippocampus
MAML2,2.15276E-08,0.284313143,0.949,0.762,0.000783259,Prefrontal cortex
C5orf42,2.16786E-08,-0.481753231,0,0.216,0.000788754,Hippocampus
ROBO1,2.20394E-08,-0.433439437,0.393,0.601,0.00080188,Hippocampus
NAGK,2.2337E-08,0.232913796,0.205,0.067,0.000812708,Prefrontal cortex
ATP6V1B2,2.32254E-08,0.313539641,0.385,0.171,0.000845033,Prefrontal cortex
GNG2,2.3256E-08,0.258383635,0.282,0.106,0.000846145,Prefrontal cortex
XPO1,2.33558E-08,0.351356951,0.444,0.22,0.000849777,Prefrontal cortex
FCGR1B,2.33987E-08,0.26499761,0.179,0.055,0.000851339,Prefrontal cortex
SKIV2L2,2.40899E-08,-0.470373874,0,0.215,0.000876487,Hippocampus
C12orf75,2.53043E-08,0.213109301,0.179,0.054,0.00092067,Prefrontal cortex
HK1,2.57718E-08,0.243157928,0.256,0.092,0.000937679,Prefrontal cortex
PABPN1,2.57799E-08,0.305247676,0.299,0.119,0.000937977,Prefrontal cortex
FAM192A,2.86766E-08,0.261612158,0.265,0.1,0.001043371,Prefrontal cortex
MIA2,2.87353E-08,0.308006092,0.368,0.163,0.001045505,Prefrontal cortex
PHACTR2,2.94031E-08,0.305211323,0.333,0.136,0.001069802,Prefrontal cortex
CNDP1,3.10608E-08,-0.479367416,0.291,0.504,0.001130118,Hippocampus
SNAP25,3.18097E-08,-0.50813251,0.145,0.387,0.001157364,Hippocampus
UHRF1BP1,3.19389E-08,0.248072431,0.265,0.097,0.001162065,Prefrontal cortex
PRKCD,3.38115E-08,0.219723958,0.214,0.07,0.001230199,Prefrontal cortex
CFL1,3.47676E-08,0.279104072,0.291,0.114,0.001264984,Prefrontal cortex
GS1-114I9.3,3.47868E-08,-0.471429174,0,0.211,0.001265684,Hippocampus
ADD3,3.50262E-08,-0.484271338,0.222,0.439,0.001274394,Hippocampus
SNCA,3.73359E-08,0.361647706,0.53,0.269,0.001358429,Prefrontal cortex
PPP1R9A,3.81377E-08,-0.484274952,0.214,0.448,0.001387604,Hippocampus
CTNND1,3.88187E-08,0.250427245,0.308,0.12,0.001412381,Prefrontal cortex
DISC1,4.07471E-08,0.370768711,0.718,0.463,0.001482544,Prefrontal cortex
IGSF11,4.08305E-08,-0.471693737,0.265,0.487,0.001485577,Hippocampus
PPM1H,4.17913E-08,-0.482462893,0.248,0.466,0.001520534,Hippocampus
PGGT1B,4.22095E-08,0.206556816,0.222,0.075,0.001535752,Prefrontal cortex
PDE8A,4.46943E-08,-0.298563366,0.632,0.749,0.001626156,Hippocampus
MYO1D,4.54939E-08,-0.424139118,0.385,0.559,0.001655251,Hippocampus
SNX13,4.63599E-08,0.35292026,0.547,0.294,0.001686757,Prefrontal cortex
SYT17,4.64514E-08,0.251099023,0.231,0.082,0.001690088,Prefrontal cortex
SLC38A2,4.86923E-08,0.341086861,0.436,0.217,0.00177162,Prefrontal cortex
RPN1,4.94093E-08,0.209680849,0.179,0.055,0.001797707,Prefrontal cortex
LAMTOR4,4.98004E-08,0.214396639,0.197,0.064,0.001811939,Prefrontal cortex
LRRC69,4.98596E-08,0.208698144,0.179,0.055,0.001814092,Prefrontal cortex
LRRFIP1,5.00189E-08,0.327085667,0.436,0.206,0.001819886,Prefrontal cortex
SLCO2B1,5.04736E-08,0.361948316,0.684,0.42,0.001836431,Prefrontal cortex
SPHKAP,5.05332E-08,-0.466006829,0.009,0.222,0.0018386,Hippocampus
WIPI2,5.0872E-08,0.214580156,0.231,0.08,0.001850926,Prefrontal cortex
AES,5.11251E-08,0.23843907,0.188,0.06,0.001860137,Prefrontal cortex
RIMS1,5.24501E-08,-0.488174893,0.06,0.288,0.001908343,Hippocampus
XRN2,5.34314E-08,0.29530774,0.41,0.182,0.001944048,Prefrontal cortex
M6PR,5.49457E-08,0.214399265,0.205,0.068,0.001999144,Prefrontal cortex
GPC5,5.58163E-08,-0.487066996,0.085,0.326,0.00203082,Hippocampus
FAM35A,5.85356E-08,-0.466787378,0,0.205,0.00212976,Hippocampus
MMS22L,5.93514E-08,0.243739381,0.248,0.09,0.002159441,Prefrontal cortex
ATF7IP,6.11142E-08,0.348581859,0.564,0.296,0.00222358,Prefrontal cortex
TMEM2,6.32592E-08,-0.452759164,0,0.204,0.002301621,Hippocampus
TNK2,6.66256E-08,0.260243077,0.256,0.096,0.002424106,Prefrontal cortex
BCAS3,6.69631E-08,-0.298062593,0.624,0.717,0.002436385,Hippocampus
KCNJ3,6.71687E-08,-0.470911921,0.026,0.243,0.002443866,Hippocampus
RNF145,6.75279E-08,0.315900534,0.444,0.212,0.002456935,Prefrontal cortex
SLC6A6,6.81122E-08,0.200485001,0.179,0.056,0.002478193,Prefrontal cortex
HEATR5B,7.0785E-08,0.313204424,0.402,0.184,0.002575441,Prefrontal cortex
PTBP3,7.12215E-08,0.293316084,0.402,0.182,0.002591325,Prefrontal cortex
NTRK2,7.48312E-08,-0.45992101,0.274,0.479,0.00272266,Hippocampus
ARHGEF1,7.94027E-08,0.213462779,0.205,0.069,0.002888988,Prefrontal cortex
MOBP,8.51933E-08,-0.339706646,0.538,0.683,0.003099674,Hippocampus
TMC6,8.8154E-08,0.288875334,0.308,0.127,0.003207396,Prefrontal cortex
BACH1,9.03656E-08,0.374957542,0.615,0.4,0.003287863,Prefrontal cortex
STK25,9.1712E-08,0.254239116,0.171,0.054,0.003336848,Prefrontal cortex
GRIN2B,9.29523E-08,-0.473921532,0.043,0.265,0.003381978,Hippocampus
DNAJC13,1.0307E-07,0.289173734,0.368,0.166,0.003750108,Prefrontal cortex
CSRNP3,1.03643E-07,-0.468988905,0.094,0.328,0.003770933,Hippocampus
FNIP2,1.04871E-07,-0.349573423,0.53,0.635,0.003815623,Hippocampus
RYR3,1.13645E-07,-0.462567821,0.017,0.219,0.004134852,Hippocampus
GRAMD3,1.14241E-07,-0.444768058,0,0.197,0.004156547,Hippocampus
LRFN5,1.22788E-07,-0.467092203,0.043,0.256,0.004467529,Hippocampus
TLR2,1.31265E-07,0.352693089,0.564,0.348,0.004775942,Prefrontal cortex
SAMD12,1.31678E-07,-0.330268814,0.538,0.668,0.004790969,Hippocampus
SNX27,1.3308E-07,0.275619699,0.368,0.162,0.004841987,Prefrontal cortex
FAM168A,1.36501E-07,0.361047608,0.53,0.288,0.004966438,Prefrontal cortex
ZNF124,1.42392E-07,0.240708155,0.248,0.094,0.005180798,Prefrontal cortex
CNTN1,1.42698E-07,-0.473523164,0.145,0.382,0.005191927,Hippocampus
DGKB,1.45858E-07,-0.457135211,0.026,0.236,0.005306912,Hippocampus
SNX5,1.47788E-07,0.204114254,0.179,0.058,0.005377129,Prefrontal cortex
GRIA4,1.48957E-07,-0.507961925,0.154,0.365,0.005419651,Hippocampus
LPGAT1,1.5006E-07,-0.37323312,0.462,0.61,0.005459792,Hippocampus
C9orf3,1.52716E-07,-0.354518122,0.487,0.629,0.005556425,Hippocampus
KHDRBS3,1.55095E-07,-0.38536602,0.444,0.622,0.005642975,Hippocampus
ASTN2,1.60599E-07,-0.438962964,0.325,0.524,0.005843238,Hippocampus
SEPW1,1.63163E-07,-0.433431598,0,0.193,0.005936534,Hippocampus
CDC42BPA,1.66051E-07,-0.315684041,0.564,0.698,0.006041608,Hippocampus
TRIM22,1.727E-07,0.276615429,0.308,0.132,0.006283528,Prefrontal cortex
TMX3,1.73355E-07,0.224509817,0.265,0.102,0.006307354,Prefrontal cortex
ATP10B,1.7458E-07,-0.443820413,0.282,0.489,0.006351912,Hippocampus
SPSB3,1.78875E-07,0.203715166,0.179,0.058,0.006508196,Prefrontal cortex
PARVG,1.80071E-07,0.270879272,0.239,0.091,0.006551708,Prefrontal cortex
UGGT1,1.81609E-07,0.231528614,0.274,0.108,0.006607652,Prefrontal cortex
HGS,1.92607E-07,0.201332501,0.171,0.054,0.007007818,Prefrontal cortex
TMEM63A,1.93952E-07,-0.486475611,0.197,0.395,0.007056733,Hippocampus
NAALADL2,2.1486E-07,-0.354409701,0.513,0.675,0.007817477,Hippocampus
EPB41L2,2.20218E-07,0.207258547,0.897,0.799,0.008012403,Prefrontal cortex
CCNH,2.22951E-07,-0.28746044,0.641,0.73,0.008111836,Hippocampus
CCL4L2,2.26671E-07,-0.480514935,0,0.19,0.008247188,Hippocampus
KCNQ5,2.29377E-07,-0.463273024,0.111,0.324,0.008345643,Hippocampus
NFKBIZ,2.32105E-07,0.24967455,0.282,0.115,0.008444892,Prefrontal cortex
C1QTNF3-AMACR,2.3753E-07,-0.430857636,0.299,0.509,0.0086423,Hippocampus
VPS29,2.46703E-07,0.217390319,0.256,0.098,0.008976032,Prefrontal cortex
RBM12B,2.57671E-07,0.204585067,0.222,0.081,0.009375097,Prefrontal cortex
GRAMD1A,2.72041E-07,0.204469334,0.179,0.059,0.009897927,Prefrontal cortex
GUK1,2.74423E-07,0.210464466,0.248,0.094,0.00998459,Prefrontal cortex
DUSP22,2.75425E-07,0.212459088,0.214,0.076,0.010021064,Prefrontal cortex
STX7,2.82497E-07,0.330378738,0.581,0.324,0.010278383,Prefrontal cortex
CCM2,2.86301E-07,0.278302058,0.427,0.195,0.010416762,Prefrontal cortex
BCAS1,2.9168E-07,-0.378937949,0.427,0.584,0.0106125,Hippocampus
CLMN,2.98157E-07,-0.319921965,0.53,0.65,0.010848153,Hippocampus
NFKBID,2.99737E-07,-0.465919196,0.034,0.232,0.010905632,Hippocampus
TMEM156,3.07488E-07,-0.415149947,0.376,0.537,0.011187653,Hippocampus
CCL3L3,3.14227E-07,-0.457305599,0,0.186,0.011432843,Hippocampus
LNPEP,3.22484E-07,0.283001241,0.393,0.187,0.011733275,Prefrontal cortex
FLI1,3.23741E-07,0.334337308,0.598,0.336,0.011778979,Prefrontal cortex
RASSF3,3.25231E-07,0.248261937,0.256,0.101,0.011833187,Prefrontal cortex
PDCD10,3.26139E-07,0.22801582,0.265,0.104,0.011866232,Prefrontal cortex
ANO4,3.33615E-07,-0.357762833,0.487,0.63,0.012138235,Hippocampus
AFF3,3.44848E-07,-0.466488623,0.06,0.267,0.012546957,Hippocampus
UBC,3.46248E-07,0.340827359,0.402,0.21,0.012597893,Prefrontal cortex
CCL3,3.51543E-07,-0.499692256,0.017,0.209,0.012790541,Hippocampus
SYK,3.53574E-07,0.338050885,0.547,0.306,0.012864423,Prefrontal cortex
SRRM2,3.67678E-07,0.320249166,0.573,0.321,0.013377592,Prefrontal cortex
BAZ2A,3.73928E-07,0.206302133,0.256,0.099,0.013604982,Prefrontal cortex
KALRN,3.80269E-07,-0.450612041,0.111,0.326,0.013835717,Hippocampus
CTSB,3.80544E-07,0.353446645,0.607,0.372,0.013845728,Prefrontal cortex
KCTD8,3.89682E-07,-0.463858112,0.188,0.404,0.014178204,Hippocampus
SEC14L5,3.93344E-07,-0.475006523,0.12,0.32,0.014311445,Hippocampus
PIEZO1,3.96639E-07,0.22604504,0.239,0.092,0.01443131,Prefrontal cortex
TUBA1A,3.97763E-07,-0.451037507,0.162,0.383,0.014472227,Hippocampus
ARAP2,3.99207E-07,-0.257189833,0.641,0.746,0.014524762,Hippocampus
MSR1,3.99658E-07,0.368730426,0.462,0.244,0.014541156,Prefrontal cortex
HSP90AB1,4.08383E-07,0.311581631,0.376,0.18,0.014858616,Prefrontal cortex
RPS9,4.18873E-07,0.261559971,0.282,0.118,0.015240271,Prefrontal cortex
CDH18,4.20099E-07,-0.437976419,0.043,0.242,0.015284898,Hippocampus
WNT5A,4.42723E-07,0.202614681,0.171,0.056,0.016108043,Prefrontal cortex
ANKIB1,4.45421E-07,-0.319077714,0.504,0.626,0.016206211,Hippocampus
RP11-106M3.2,4.45637E-07,-0.420579138,0,0.182,0.01621405,Hippocampus
GABRG2,4.53765E-07,-0.419890993,0.017,0.21,0.016509799,Hippocampus
CDK5RAP3,4.58085E-07,0.217410966,0.239,0.09,0.01666696,Prefrontal cortex
NSFL1C,4.74731E-07,0.205558509,0.197,0.069,0.017272596,Prefrontal cortex
RRBP1,4.84812E-07,0.20133195,0.274,0.109,0.017639391,Prefrontal cortex
MGAT4C,4.88799E-07,-0.438398392,0.026,0.215,0.01778448,Hippocampus
DSCAM,4.96527E-07,-0.381167699,0.427,0.635,0.018065656,Hippocampus
KCNQ1,4.97296E-07,0.293608674,0.385,0.187,0.018093615,Prefrontal cortex
PFKFB3,4.977E-07,0.279996184,0.333,0.15,0.018108314,Prefrontal cortex
VTI1A,5.03679E-07,0.311334483,0.709,0.494,0.018325846,Prefrontal cortex
ALOX5,5.09061E-07,0.283962713,0.376,0.175,0.018521687,Prefrontal cortex
USP45,5.19201E-07,0.221876187,0.197,0.07,0.018890626,Prefrontal cortex
TMEM57,5.43522E-07,-0.403011085,0,0.18,0.019775486,Hippocampus
HIST2H2BF,5.46508E-07,0.239901718,0.222,0.085,0.019884134,Prefrontal cortex
TMEM163,5.48611E-07,0.411621694,0.368,0.2,0.01996066,Prefrontal cortex
ASIC2,5.50894E-07,-0.437086816,0.026,0.213,0.020043743,Hippocampus
IL6R,5.69343E-07,0.26604266,0.333,0.148,0.020714969,Prefrontal cortex
SMEK1,6.15094E-07,-0.394424721,0,0.178,0.022379567,Hippocampus
PURA,6.17857E-07,0.26275163,0.316,0.141,0.022480121,Prefrontal cortex
TRAM1,6.23029E-07,0.203192066,0.214,0.078,0.02266829,Prefrontal cortex
H2AFY,6.5802E-07,0.306402451,0.402,0.198,0.023941396,Prefrontal cortex
NDUFS7,6.68108E-07,0.203331164,0.188,0.065,0.024308438,Prefrontal cortex
NRG1,6.95545E-07,-0.424756182,0.017,0.199,0.025306693,Hippocampus
RASSF8,6.97689E-07,0.355238305,0.521,0.308,0.0253847,Prefrontal cortex
FAM107B,6.99266E-07,-0.312773783,0.538,0.622,0.025442096,Hippocampus
CHD1L,7.35598E-07,0.232135356,0.342,0.149,0.026763992,Prefrontal cortex
RCSD1,7.50719E-07,0.284017956,0.41,0.197,0.02731417,Prefrontal cortex
GRIN2A,7.58355E-07,-0.436620119,0.085,0.289,0.027591982,Hippocampus
SCAF4,7.65218E-07,0.250001196,0.325,0.143,0.027841694,Prefrontal cortex
ZDHHC2,7.65821E-07,0.218257928,0.299,0.125,0.027863621,Prefrontal cortex
TUBA1B,7.81233E-07,0.300442633,0.35,0.166,0.028424386,Prefrontal cortex
C14orf145,7.87035E-07,-0.407635802,0,0.175,0.028635499,Hippocampus
MANBA,7.9348E-07,0.316303472,0.538,0.298,0.028869994,Prefrontal cortex
COTL1,8.24663E-07,0.254469539,0.299,0.128,0.030004552,Prefrontal cortex
GPX1,8.26688E-07,-0.410594697,0,0.175,0.030078234,Hippocampus
CMIP,8.44435E-07,0.329457969,0.607,0.366,0.030723908,Prefrontal cortex
SLC4A10,8.45272E-07,-0.428638959,0.051,0.249,0.03075439,Hippocampus
EIF1,8.50463E-07,0.269132816,0.376,0.173,0.03094326,Prefrontal cortex
STK32B,8.85352E-07,0.256322255,0.239,0.096,0.032212636,Prefrontal cortex
C9orf72,9.33736E-07,0.267979892,0.308,0.137,0.033973067,Prefrontal cortex
LDB2,9.46401E-07,-0.421239951,0.034,0.222,0.03443386,Hippocampus
SORT1,9.69812E-07,-0.278025346,0.59,0.695,0.035285629,Hippocampus
AGAP1,9.70941E-07,-0.205359319,0.752,0.812,0.035326734,Hippocampus
C16orf52,1.00583E-06,-0.387248432,0,0.172,0.03659601,Hippocampus
FAM193B,1.01238E-06,0.21842715,0.239,0.094,0.036834366,Prefrontal cortex
METTL9,1.04128E-06,0.249265576,0.256,0.106,0.037886088,Prefrontal cortex
RBMS1,1.05236E-06,0.286277944,0.325,0.151,0.038289214,Prefrontal cortex
PIK3CA,1.07708E-06,0.279601236,0.427,0.216,0.039188486,Prefrontal cortex
STK39,1.08888E-06,-0.449245232,0.205,0.386,0.03961797,Hippocampus
CADM1,1.09486E-06,-0.34722858,0.47,0.64,0.039835367,Hippocampus
CDH20,1.11439E-06,-0.307436479,0.556,0.671,0.040545918,Hippocampus
C6orf62,1.15458E-06,0.304867981,0.41,0.21,0.042008233,Prefrontal cortex
ZNF100,1.16311E-06,0.206126629,0.197,0.072,0.042318591,Prefrontal cortex
NBEA,1.16368E-06,-0.349157917,0.47,0.61,0.042339426,Hippocampus
KIAA1217,1.19223E-06,-0.419269866,0.043,0.235,0.043378263,Hippocampus
DCP2,1.19534E-06,0.234093761,0.308,0.134,0.043491381,Prefrontal cortex
RNF144B,1.19706E-06,0.223305327,0.239,0.095,0.043553957,Prefrontal cortex
SNX14,1.19852E-06,0.23587926,0.368,0.169,0.043606785,Prefrontal cortex
GABRB2,1.22097E-06,-0.434760175,0.068,0.257,0.044423689,Hippocampus
USP53,1.30193E-06,-0.408434097,0.436,0.564,0.0473693,Hippocampus
SND1,1.31326E-06,0.322379065,0.496,0.287,0.047781701,Prefrontal cortex
MAP3K5,1.31437E-06,0.319800234,0.556,0.32,0.047822172,Prefrontal cortex
KCTD16,1.3251E-06,-0.438324643,0.085,0.279,0.048212447,Hippocampus
