"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044786","GO:0044786","cell cycle DNA replication","12/314","44/18870",4.78900975946596e-12,2.72730047318739e-10,2.34537587684818e-10,"BRCA2/PCNA/FBXO5/GMNN/BLM/E2F7/LIG1/GINS1/POLA1/ATAD5/CDC45/MCM2",12
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","12/314","46/18870",8.5764124862017e-12,4.80279099227295e-10,4.1302196973024e-10,"BRCA2/BARD1/CDCA8/NDC80/BIRC5/AURKB/BRCA1/WDR76/CCNB1/RFWD3/MAD2L1/GEN1",12
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","10/314","27/18870",9.26762068412904e-12,5.1047877866678e-10,4.38992558721902e-10,"SMC4/NCAPG/CDCA8/NCAPH/BIRC5/NCAPG2/AURKB/CCNB1/NCAPD2/RAD18",10
"GO:0140013","GO:0140013","meiotic nuclear division","21/314","194/18870",1.1891022677432e-11,6.44416712841476e-10,5.54174146851457e-10,"TOP2A/ASPM/SMC4/BRCA2/BRIP1/NUF2/NDC80/NCAPH/FBXO5/EME1/TTK/MND1/ESPL1/FANCA/CDC20/RAD54L/TRIP13/PSMC3IP/HFM1/AURKA/FANCD2",21
"GO:0051321","GO:0051321","meiotic cell cycle","25/314","287/18870",1.59361540386502e-11,8.49928215394679e-10,7.30906313050875e-10,"TOP2A/ASPM/SMC4/CDC25C/BRCA2/BRIP1/NUF2/NDC80/EXO1/NCAPH/FBXO5/EME1/TTK/MND1/ESPL1/FANCA/CDC20/NCAPD2/RAD54L/SMC1A/TRIP13/PSMC3IP/HFM1/AURKA/FANCD2",25
"GO:0010639","GO:0010639","negative regulation of organelle organization","28/314","363/18870",1.70661872131738e-11,8.95974828691623e-10,7.70504669410559e-10,"TOP2A/CENPF/TPX2/BUB1/CDCA8/NUF2/SPC25/NDC80/BUB1B/CKAP2/BIRC5/AURKB/BRCA1/FBXO5/KNTC1/CCNB1/TTK/STMN1/MID1/ESPL1/CDC20/MAD2L1/LRRK2/TRIP13/GEN1/ZWILCH/TRIOBP/MAD2L2",28
"GO:0006310","GO:0006310","DNA recombination","27/314","340/18870",2.04803263392151e-11,1.05867533076558e-09,9.10420984633933e-10,"TOP2A/HMGB2/BRCA2/BARD1/BRIP1/EXO1/MMS22L/BRCA1/EME1/PARPBP/BLM/POLQ/RFWD3/MND1/ATAD5/CDC45/RAD54L/LEF1/FUS/TRIP13/PSMC3IP/HFM1/GEN1/MCM2/FANCD2/GINS2/MAD2L2",27
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","9/314","21/18870",2.15220305892874e-11,1.09566701181827e-09,9.42232439674544e-10,"CDCA8/ECT2/BIRC5/AURKB/KNTC1/CCNB1/RACGAP1/KNSTRN/ZWILCH",9
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","29/314","408/18870",5.2959856092435e-11,2.65589726075495e-09,2.28397179848758e-09,"CENPF/ASPM/TPX2/CENPE/CENPK/CDCA8/KIF4A/KIF23/NDC80/DLGAP5/PDGFRA/TUBB/STIL/PRC1/BIRC5/CEP152/AURKB/BRCA1/ANLN/FBXO5/KNTC1/RACGAP1/WDR62/CEP135/CDC20/SMC1A/MZT1/AURKA/G3BP1",29
"GO:0051225","GO:0051225","spindle assembly","17/314","133/18870",8.06975435756699e-11,3.98740803550369e-09,3.42902100797545e-09,"ASPM/TPX2/CDCA8/KIF4A/KIF23/NDC80/TUBB/STIL/PRC1/BIRC5/AURKB/FBXO5/RACGAP1/CDC20/SMC1A/MZT1/AURKA",17
"GO:0051256","GO:0051256","mitotic spindle midzone assembly","7/314","11/18870",1.03025333472344e-10,5.01688580387067e-09,4.31433318659931e-09,"CDCA8/KIF4A/KIF23/PRC1/BIRC5/AURKB/RACGAP1",7
"GO:0032392","GO:0032392","DNA geometric change","14/314","85/18870",1.22843123767135e-10,5.8964699408225e-09,5.07074247730507e-09,"TOP2A/HMGB2/BRIP1/BLM/POLQ/GINS1/CDC45/RFC3/HFM1/RFC5/MCM2/G3BP1/GINS2/DDX11",14
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","8/314","18/18870",2.03648180147822e-10,9.63743500417862e-09,8.28783179400699e-09,"CDCA8/DLGAP5/BIRC5/AURKB/ESPL1/UBE2C/RB1/CDC20",8
"GO:0000022","GO:0000022","mitotic spindle elongation","7/314","12/18870",2.43742178925326e-10,1.13746350165152e-08,9.78175849634532e-09,"CDCA8/KIF4A/KIF23/PRC1/BIRC5/AURKB/RACGAP1",7
"GO:0045132","GO:0045132","meiotic chromosome segregation","14/314","91/18870",3.1575700835289e-10,1.45334732611741e-08,1.24982406334345e-08,"ASPM/SMC4/BRIP1/NUF2/NDC80/NCAPH/FBXO5/TTK/MND1/ESPL1/TRIP13/PSMC3IP/AURKA/FANCD2",14
"GO:0071103","GO:0071103","DNA conformation change","14/314","92/18870",3.66910617578325e-10,1.66597253386915e-08,1.43267374858108e-08,"TOP2A/HMGB2/BRIP1/BLM/POLQ/GINS1/CDC45/RFC3/HFM1/RFC5/MCM2/G3BP1/GINS2/DDX11",14
"GO:0006302","GO:0006302","double-strand break repair","24/314","307/18870",3.84538664354991e-10,1.72273321631036e-08,1.48148580162028e-08,"HMGB2/BRCA2/BRIP1/MMS22L/DEK/ESCO2/BRCA1/EME1/PARPBP/FOXM1/BLM/POLQ/RFWD3/POLA1/CDC45/RAD54L/FUS/TRIP13/GEN1/MCM2/FANCD2/GINS2/DDX11/MAD2L2",24
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","19/314","189/18870",4.16083628650838e-10,1.83952762140371e-08,1.58192459923345e-08,"BRCA2/BARD1/BRIP1/GTSE1/DTL/BRCA1/EME1/WDR76/FOXM1/BLM/E2F7/RFWD3/CLSPN/ATAD5/SOX4/E2F1/FANCD2/SNAI2/MAD2L2",19
"GO:0032508","GO:0032508","DNA duplex unwinding","13/314","79/18870",5.77284812599902e-10,2.51906100043593e-08,2.16629775883353e-08,"TOP2A/BRIP1/BLM/POLQ/GINS1/CDC45/RFC3/HFM1/RFC5/MCM2/G3BP1/GINS2/DDX11",13
"GO:0033260","GO:0033260","nuclear DNA replication","10/314","40/18870",7.68861317770362e-10,3.31201798424156e-08,2.84821095449345e-08,"BRCA2/PCNA/GMNN/BLM/LIG1/GINS1/POLA1/ATAD5/CDC45/MCM2",10
"GO:0051383","GO:0051383","kinetochore organization","8/314","21/18870",9.06713226592201e-10,3.80924379912492e-08,3.27580646259333e-08,"CENPF/SMC4/CENPE/CENPK/NUF2/NDC80/DLGAP5/KNTC1",8
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","17/314","155/18870",9.16575026457358e-10,3.80924379912492e-08,3.27580646259333e-08,"CENPF/CDC25C/KIF14/BARD1/NDC80/DTL/AURKB/BRCA1/FBXO5/FOXM1/CCNB1/BLM/CLSPN/CCNA2/ATAD5/BACH1/AURKA",17
"GO:0034508","GO:0034508","centromere complex assembly","9/314","30/18870",9.182998444319e-10,3.80924379912492e-08,3.27580646259333e-08,"CENPF/CENPE/CENPK/DLGAP5/CENPI/HJURP/KNTC1/CENPO/RB1",9
"GO:0061982","GO:0061982","meiosis I cell cycle process","16/314","136/18870",1.02109304625073e-09,4.10550983596923e-08,3.5305841164585e-08,"TOP2A/CDC25C/BRCA2/BRIP1/NDC80/FBXO5/EME1/MND1/ESPL1/CDC20/RAD54L/TRIP13/PSMC3IP/HFM1/AURKA/FANCD2",16
"GO:0051231","GO:0051231","spindle elongation","7/314","14/18870",1.02637745899231e-09,4.10550983596923e-08,3.5305841164585e-08,"CDCA8/KIF4A/KIF23/PRC1/BIRC5/AURKB/RACGAP1",7
"GO:0051255","GO:0051255","spindle midzone assembly","7/314","14/18870",1.02637745899231e-09,4.10550983596923e-08,3.5305841164585e-08,"CDCA8/KIF4A/KIF23/PRC1/BIRC5/AURKB/RACGAP1",7
"GO:0051656","GO:0051656","establishment of organelle localization","29/314","469/18870",1.38799817996411e-09,5.48667515844638e-08,4.71833437028048e-08,"CENPF/CENPE/KIF14/LMNB1/SYNE2/CDCA8/NUF2/SPC25/NDC80/ECT2/BIRC5/AURKB/NUSAP1/LMNB2/KNTC1/CCNB1/RACGAP1/KIF2C/ESPL1/CD84/SDC1/RB1/ITGA4/SYNE3/MAD2L1/MYO1B/LRRK2/KNSTRN/ZWILCH",29
"GO:0000281","GO:0000281","mitotic cytokinesis","13/314","88/18870",2.29660812570001e-09,8.97279453761863e-08,7.7162659792491e-08,"CDCA8/KIF4A/KIF23/IQGAP3/ECT2/CKAP2/BIRC5/AURKB/ANLN/NUSAP1/RACGAP1/STMN1/ESPL1",13
"GO:0000910","GO:0000910","cytokinesis","18/314","188/18870",2.66299220173038e-09,1.02846595377173e-07,8.84442056110091e-08,"KIF14/BRCA2/CDCA8/KIF4A/KIF23/IQGAP3/ECT2/PRC1/CKAP2/BIRC5/AURKB/ANLN/NUSAP1/RACGAP1/E2F7/STMN1/ESPL1/AURKA",18
"GO:0031297","GO:0031297","replication fork processing","10/314","49/18870",6.5289370835519e-09,2.49286688644709e-07,2.14377180554425e-07,"BRCA2/BARD1/MMS22L/BRCA1/PCNA/EME1/BLM/RFWD3/GEN1/DDX11",10
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","15/314","140/18870",1.2522264262297e-08,4.72750650801325e-07,4.06547787108283e-07,"CENPF/CDC25C/KIF14/BARD1/DTL/AURKB/BRCA1/FBXO5/FOXM1/CCNB1/BLM/CLSPN/CCNA2/BACH1/AURKA",15
"GO:0035825","GO:0035825","homologous recombination","11/314","68/18870",1.4995300018281e-08,5.59824534015825e-07,4.81428053218496e-07,"TOP2A/BARD1/BRIP1/BRCA1/EME1/MND1/RAD54L/TRIP13/PSMC3IP/HFM1/FANCD2",11
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","6/314","12/18870",1.71946395815114e-08,6.27978141237807e-07,5.40037593263716e-07,"CDCA8/NDC80/BIRC5/AURKB/MAD2L1/GEN1",6
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","6/314","12/18870",1.71946395815114e-08,6.27978141237807e-07,5.40037593263716e-07,"CDCA8/NDC80/BIRC5/AURKB/MAD2L1/GEN1",6
"GO:0006275","GO:0006275","regulation of DNA replication","14/314","124/18870",1.9647473704532e-08,7.0984421126051e-07,6.10439335811434e-07,"ESCO2/PCNA/FBXO5/GMNN/BLM/E2F7/S100A11/CCNA2/ATAD5/RFC3/ACVRL1/JADE3/RFC5/MCM2",14
"GO:0090307","GO:0090307","mitotic spindle assembly","11/314","71/18870",2.39590008906309e-08,8.56406840345956e-07,7.36477686951644e-07,"TPX2/CDCA8/KIF4A/KIF23/PRC1/BIRC5/AURKB/RACGAP1/CDC20/SMC1A/MZT1",11
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","10/314","56/18870",2.55211031478652e-08,9.02641121861338e-07,7.76237430923989e-07,"BRCA2/BARD1/MMS22L/BRCA1/PCNA/EME1/BLM/RFWD3/GEN1/DDX11",10
"GO:0071897","GO:0071897","DNA biosynthetic process","17/314","194/18870",2.80070964857087e-08,9.80248376999805e-07,8.42976752777088e-07,"CENPF/DTL/AURKB/PCNA/TYMS/POLQ/LIG1/CCNA2/CDKN2D/POLA1/POLE2/RFC3/ACVRL1/DKC1/JADE3/RFC5/MAD2L2",17
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","7/314","21/18870",3.14587846039436e-08,1.0570151626925e-06,9.08993302503422e-07,"CENPE/CDCA8/NUF2/NDC80/BIRC5/AURKB/KIF2C",7
"GO:0090231","GO:0090231","regulation of spindle checkpoint","7/314","21/18870",3.14587846039436e-08,1.0570151626925e-06,9.08993302503422e-07,"CDCA8/NDC80/BIRC5/AURKB/CCNB1/MAD2L1/GEN1",7
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/314","21/18870",3.14587846039436e-08,1.0570151626925e-06,9.08993302503422e-07,"CDCA8/NDC80/BIRC5/AURKB/CCNB1/MAD2L1/GEN1",7
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","7/314","21/18870",3.14587846039436e-08,1.0570151626925e-06,9.08993302503422e-07,"CDCA8/NDC80/BIRC5/AURKB/CCNB1/MAD2L1/GEN1",7
"GO:0007127","GO:0007127","meiosis I","14/314","129/18870",3.27019832667248e-08,1.08790756214055e-06,9.3555960466034e-07,"TOP2A/BRCA2/BRIP1/NDC80/FBXO5/EME1/MND1/ESPL1/RAD54L/TRIP13/PSMC3IP/HFM1/AURKA/FANCD2",14
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","14/314","135/18870",5.84450126533532e-08,1.92524747563987e-06,1.65564045132564e-06,"BRCA2/BARD1/BRIP1/GTSE1/DTL/BRCA1/EME1/WDR76/BLM/RFWD3/CLSPN/CDC45/E2F1/FANCD2",14
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","13/314","116/18870",6.93754638662751e-08,2.2631219280649e-06,1.94619977836408e-06,"CENPF/CDC25C/KIF14/BARD1/DTL/AURKB/BRCA1/FBXO5/CCNB1/BLM/CLSPN/ATAD5/AURKA",13
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","13/314","117/18870",7.68948700100479e-08,2.48429580032463e-06,2.13640099370022e-06,"CDCA8/KIF4A/KIF23/IQGAP3/ECT2/CKAP2/BIRC5/AURKB/ANLN/NUSAP1/RACGAP1/STMN1/ESPL1",13
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","13/314","119/18870",9.41694320234379e-08,3.01342182475001e-06,2.59142948275025e-06,"EZH2/RRM2/CDC25C/DLGAP5/DTL/STIL/FBXO5/CCNB1/ESPL1/ATAD5/UBE2C/RB1/CDC20",13
"GO:1902969","GO:1902969","mitotic DNA replication","6/314","16/18870",1.40866733159047e-07,4.4652096548528e-06,3.83991243814879e-06,"BRCA2/LIG1/GINS1/POLA1/CDC45/MCM2",6
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","12/314","104/18870",1.61024779965477e-07,5.0564790718131e-06,4.34838190856108e-06,"CENPF/CDC25C/KIF14/BARD1/DTL/AURKB/BRCA1/FBXO5/CCNB1/BLM/CLSPN/AURKA",12
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","13/314","126/18870",1.85516610448678e-07,5.77162788062552e-06,4.9633829988462e-06,"BRCA2/BARD1/BRIP1/GTSE1/DTL/BRCA1/EME1/WDR76/BLM/RFWD3/CLSPN/E2F1/FANCD2",13
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","13/314","128/18870",2.23294506780036e-07,6.88320681450385e-06,5.91929909329984e-06,"RRM2/CDC25C/BRCA2/DLGAP5/DTL/STIL/FBXO5/CCNB1/ESPL1/UBE2C/RB1/CDC20/AURKA",13
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","6/314","18/18870",3.17502436298402e-07,9.61088455822189e-06,8.26499940862126e-06,"CDCA8/NDC80/BIRC5/AURKB/MAD2L1/GEN1",6
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","6/314","18/18870",3.17502436298402e-07,9.61088455822189e-06,8.26499940862126e-06,"FBXO5/UBE2S/UBE2C/CDC20/MAD2L1/MAD2L2",6
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","9/314","57/18870",3.89246478619351e-07,1.16773943585805e-05,1.00421201485914e-05,"CENPE/KIF14/CDCA8/NUF2/NDC80/BIRC5/AURKB/CCNB1/KIF2C",9
"GO:0032465","GO:0032465","regulation of cytokinesis","11/314","93/18870",4.12177887704801e-07,1.22559088733463e-05,1.05396208826239e-05,"KIF14/BRCA2/CDCA8/KIF23/ECT2/PRC1/BIRC5/AURKB/RACGAP1/E2F7/AURKA",11
"GO:0051347","GO:0051347","positive regulation of transferase activity","23/314","414/18870",5.02085958124073e-07,1.47983229762885e-05,1.27260014316766e-05,"EZH2/TPX2/CENPE/KIF14/ECT2/PDGFRA/PRIM2/AURKB/PCNA/UBE2S/EGR1/CLSPN/UBE2C/CDC20/RFC3/BORA/ALK/DBI/LRRK2/RASSF2/LCP2/DKC1/RFC5",23
"GO:0007131","GO:0007131","reciprocal meiotic recombination","9/314","60/18870",6.12240710634645e-07,1.77338688597621e-05,1.52504605325962e-05,"TOP2A/BRIP1/EME1/MND1/RAD54L/TRIP13/PSMC3IP/HFM1/FANCD2",9
"GO:0140527","GO:0140527","reciprocal homologous recombination","9/314","60/18870",6.12240710634645e-07,1.77338688597621e-05,1.52504605325962e-05,"TOP2A/BRIP1/EME1/MND1/RAD54L/TRIP13/PSMC3IP/HFM1/FANCD2",9
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","11/314","98/18870",7.03674507206274e-07,2.01521680446422e-05,1.73301069180899e-05,"RRM2/CDC25C/DLGAP5/DTL/STIL/FBXO5/CCNB1/ESPL1/UBE2C/RB1/CDC20",11
"GO:0034502","GO:0034502","protein localization to chromosome","12/314","119/18870",7.07724949186839e-07,2.01521680446422e-05,1.73301069180899e-05,"EZH2/BRCA2/BUB1B/MMS22L/ESCO2/AURKB/KNTC1/TTK/RB1/LEF1/ZWILCH/DKC1",12
"GO:0030261","GO:0030261","chromosome condensation","8/314","47/18870",9.61764158701577e-07,2.69293964436442e-05,2.3158268558209e-05,"TOP2A/SMC4/NCAPG/NCAPH/NCAPG2/NUSAP1/NCAPD2/GPER1",8
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","8/314","47/18870",9.61764158701577e-07,2.69293964436442e-05,2.3158268558209e-05,"PCNA/FBXO5/GMNN/BLM/E2F7/RFC3/RFC5/MCM2",8
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","17/314","252/18870",1.18877482199322e-06,3.30106066272499e-05,2.83878806991857e-05,"EZH2/RRM2/CDKN2C/KIF14/GTSE1/IQGAP3/STIL/CDKN3/E2F7/CCL2/RFWD3/CCNA2/CDKN2D/RB1/BACH1/GPNMB/E2F1",17
"GO:0060623","GO:0060623","regulation of chromosome condensation","5/314","13/18870",1.42563691024727e-06,3.92017723716777e-05,3.37120504888018e-05,"SMC4/NCAPG/NCAPH/NCAPG2/NCAPD2",5
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","14/314","175/18870",1.4350648814632e-06,3.92017723716777e-05,3.37120504888018e-05,"BRCA2/MMS22L/BRCA1/PARPBP/BLM/POLQ/RFWD3/CDC45/RAD54L/FUS/GEN1/MCM2/GINS2/MAD2L2",14
"GO:0000725","GO:0000725","recombinational repair","14/314","179/18870",1.87816863326404e-06,5.08923113529611e-05,4.37654745187589e-05,"BRCA2/MMS22L/BRCA1/PARPBP/BLM/POLQ/RFWD3/CDC45/RAD54L/FUS/GEN1/MCM2/GINS2/MAD2L2",14
"GO:0045842","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","5/314","14/18870",2.1874730247362e-06,5.8799274904909e-05,5.05651659191651e-05,"DLGAP5/ESPL1/UBE2C/RB1/CDC20",5
"GO:0006270","GO:0006270","DNA replication initiation","7/314","37/18870",2.21627883895369e-06,5.91007690387652e-05,5.08244395399156e-05,"PRIM2/ORC6/GMNN/POLA1/CDC45/PRIM1/MCM2",7
"GO:0007143","GO:0007143","female meiotic nuclear division","7/314","38/18870",2.67826268654119e-06,7.08579734392e-05,6.09351933241241e-05,"TOP2A/NDC80/NCAPH/FBXO5/TTK/TRIP13/AURKA",7
"GO:0051302","GO:0051302","regulation of cell division","14/314","186/18870",2.95435565405287e-06,7.75518359188878e-05,6.66916634076901e-05,"ASPM/KIF14/KIF18B/BRCA2/CDCA8/KIF23/ECT2/PRC1/BIRC5/AURKB/BLM/RACGAP1/E2F7/AURKA",14
"GO:0006271","GO:0006271","DNA strand elongation involved in DNA replication","5/314","15/18870",3.23656531268681e-06,8.36527650048283e-05,7.19382330633627e-05,"PCNA/LIG1/GINS1/POLA1/RFC3",5
"GO:1902101","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","5/314","15/18870",3.23656531268681e-06,8.36527650048283e-05,7.19382330633627e-05,"DLGAP5/ESPL1/UBE2C/RB1/CDC20",5
"GO:0010212","GO:0010212","response to ionizing radiation","12/314","138/18870",3.42768859103731e-06,8.79162875258424e-05,7.56047021486332e-05,"BRCA2/BARD1/ECT2/BRCA1/IKBIP/BLM/EGR1/RFWD3/RAD54L/VCAM1/FANCD2/SNAI2",12
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","7/314","40/18870",3.84531026521223e-06,9.7880624932675e-05,8.41736577193587e-05,"DTL/PCNA/CDKN2D/POLA1/POLE2/RFC3/MAD2L2",7
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","17/314","279/18870",4.72934004191829e-06,0.000119478064216883,0.00010274664356997,"EZH2/RRM2/CDKN2C/KIF14/GTSE1/IQGAP3/STIL/CDKN3/E2F7/CCL2/RFWD3/CCNA2/CDKN2D/RB1/BACH1/GPNMB/E2F1",17
"GO:0007062","GO:0007062","sister chromatid cohesion","8/314","59/18870",5.70373874193903e-06,0.000142192109468124,0.000122279868574562,"BUB1/BUB1B/ESCO2/ESPL1/RB1/CDC20/SMC1A/DDX11",8
"GO:0051100","GO:0051100","negative regulation of binding","11/314","121/18870",5.71307582684427e-06,0.000142192109468124,0.000122279868574562,"B2M/AURKB/DISC1/ITGA4/LEF1/LRRK2/E2F1/AURKA/DDX11/CAV1/MAD2L2",11
"GO:0051382","GO:0051382","kinetochore assembly","5/314","17/18870",6.48913307971174e-06,0.000160319758439937,0.000137868965199758,"CENPF/CENPE/CENPK/DLGAP5/KNTC1",5
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","7/314","44/18870",7.46594647592909e-06,0.000183106424519137,0.000157464641386288,"DLGAP5/NUSAP1/ESPL1/UBE2C/RB1/CDC20/AURKA",7
"GO:0051098","GO:0051098","regulation of binding","16/314","262/18870",8.7626611384637e-06,0.000213351749458247,0.000183474483791631,"HMGB2/B2M/HJURP/AURKB/GMNN/STMN1/DISC1/RB1/ITGA4/LEF1/LRRK2/E2F1/AURKA/DDX11/CAV1/MAD2L2",16
"GO:0009314","GO:0009314","response to radiation","21/314","428/18870",1.09237698666554e-05,0.000264056595337858,0.000227078745050884,"BRCA2/BARD1/PBK/ECT2/DTL/AURKB/BRCA1/PCNA/TRPC3/IKBIP/BLM/EGR1/RFWD3/CDKN2D/HMGN1/RAD54L/SMC1A/VCAM1/NEDD4/FANCD2/SNAI2",21
"GO:0032467","GO:0032467","positive regulation of cytokinesis","7/314","47/18870",1.17407600743857e-05,0.000279784149293248,0.000240603850191092,"KIF14/CDCA8/KIF23/ECT2/BIRC5/AURKB/RACGAP1",7
"GO:0000212","GO:0000212","meiotic spindle organization","5/314","19/18870",1.1864719164421e-05,0.000279784149293248,0.000240603850191092,"ASPM/NDC80/FBXO5/ESPL1/AURKA",5
"GO:0007076","GO:0007076","mitotic chromosome condensation","5/314","19/18870",1.1864719164421e-05,0.000279784149293248,0.000240603850191092,"SMC4/NCAPG/NCAPH/NUSAP1/NCAPD2",5
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","8/314","65/18870",1.19074801633733e-05,0.000279784149293248,0.000240603850191092,"SMC4/BRIP1/NCAPH/MND1/NCAPD2/TRIP13/PSMC3IP/FANCD2",8
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","13/314","183/18870",1.24907566969866e-05,0.000291450989596354,0.000250636894248744,"EZH2/RRM2/CDKN2C/KIF14/GTSE1/STIL/E2F7/CCL2/RFWD3/CDKN2D/RB1/GPNMB/E2F1",13
"GO:0044837","GO:0044837","actomyosin contractile ring organization","4/314","10/18870",1.45956175342896e-05,0.000338215689070436,0.000290852777725046,"IQGAP3/ECT2/ANLN/RACGAP1",4
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","15/314","243/18870",1.47340536352937e-05,0.000339085069962925,0.000291600412609094,"FANCI/SPSB4/BRCA1/FBXO5/UBE2S/EGR1/TNFAIP3/UBE2C/CDC20/SOX4/MAD2L1/LRRK2/SAE1/CAV1/MAD2L2",15
"GO:0006301","GO:0006301","postreplication repair","6/314","34/18870",1.83793080815472e-05,0.000420098470435365,0.000361268891398834,"DTL/BRCA1/PCNA/POLE2/RAD18/MAD2L2",6
"GO:0006268","GO:0006268","DNA unwinding involved in DNA replication","5/314","21/18870",2.02032094232622e-05,0.000458667457176764,0.000394436770034529,"BLM/GINS1/CDC45/MCM2/GINS2",5
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","4/314","11/18870",2.26354013550124e-05,0.000507032990352279,0.000436029310312345,"CDCA8/BIRC5/AURKB/CCNB1",4
"GO:0085020","GO:0085020","protein K6-linked ubiquitination","4/314","11/18870",2.26354013550124e-05,0.000507032990352279,0.000436029310312345,"BARD1/UBE2T/BRCA1/UBE2S",4
"GO:1901873","GO:1901873","regulation of post-translational protein modification","16/314","284/18870",2.37863427961828e-05,0.000529285508577312,0.000455165639425038,"FANCI/DEK/SPSB4/BRCA1/FBXO5/UBE2S/EGR1/TNFAIP3/UBE2C/CDC20/SOX4/MAD2L1/LRRK2/SAE1/CAV1/MAD2L2",16
"GO:0031396","GO:0031396","regulation of protein ubiquitination","13/314","200/18870",3.2001780568767e-05,0.000707407780993797,0.000608344097377185,"FANCI/SPSB4/BRCA1/FBXO5/UBE2S/TNFAIP3/UBE2C/CDC20/SOX4/MAD2L1/LRRK2/CAV1/MAD2L2",13
"GO:0090306","GO:0090306","meiotic spindle assembly","4/314","12/18870",3.35083893912051e-05,0.000735870512120582,0.000632820976118733,"ASPM/NDC80/FBXO5/AURKA",4
"GO:0051298","GO:0051298","centrosome duplication","8/314","75/18870",3.44666988946891e-05,0.000752000703156852,0.000646692334011767,"BRCA2/NDC80/STIL/CEP152/BRCA1/WDR62/CEP135/GEN1",8
"GO:2000001","GO:2000001","regulation of DNA damage checkpoint","5/314","24/18870",4.05052192310318e-05,0.000878048623330753,0.000755088806717706,"BRCA2/BARD1/BRCA1/WDR76/RFWD3",5
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","6/314","39/18870",4.15760089406752e-05,0.00089392104450718,0.00076873849222187,"FBXO5/UBE2S/UBE2C/CDC20/MAD2L1/MAD2L2",6
"GO:0032091","GO:0032091","negative regulation of protein binding","8/314","77/18870",4.17695249963176e-05,0.00089392104450718,0.00076873849222187,"B2M/AURKB/DISC1/ITGA4/LRRK2/AURKA/DDX11/CAV1",8
"GO:0007144","GO:0007144","female meiosis I","4/314","13/18870",4.77673904938529e-05,0.00100942410100217,0.000868066778587396,"NDC80/FBXO5/TRIP13/AURKA",4
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","4/314","13/18870",4.77673904938529e-05,0.00100942410100217,0.000868066778587396,"CDC25C/NDC80/TTK/CDC20",4
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","6/314","40/18870",4.82343675304626e-05,0.00101292171813971,0.000871074597836314,"BUB1B/AURKB/KNTC1/TTK/RB1/ZWILCH",6
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","8/314","79/18870",5.03202396846106e-05,0.00104772605746366,0.000901005021221099,"CACNG4/GRIK1/CCL2/DISC1/GRM8/LRRK2/GRIK3/OXTR",8
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","13/314","209/18870",5.05153634848551e-05,0.00104772605746366,0.000901005021221099,"EZH2/RRM2/CDKN2C/KIF14/GTSE1/STIL/E2F7/CCL2/RFWD3/CDKN2D/RB1/GPNMB/E2F1",13
